id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
U1DTW,0KZ7,Garage,7,7,Yes,A person is tidying up with a broom. The person starts laughing because of something they noticed outside the window.,broom;floor;window,A person in blue jeans and a sweat shirt is inside a cluttered room and using a yellow broom to sweep the floor.,c098 0.00 34.00;c102 0.00 24.60;c092 21.80 34.00;c127 20.80 25.10,32.71
R6CIX,4I2W,Living room,6,7,Yes,A person standing looks like they are fixing a door hinge but gets tired and sits on a sofa.,door;sofa,A person is fixing a door and then sits down on a couch.,c123 14.70 20.10;c007 0.00 11.40;c151 14.70 20.10,30.38
2PREF,L4ZP,Kitchen,6,7,Yes,A person is in the kitchen holding a frying pan.  They put the pan on the stove and go to the shelf for a can of food.  The person opens the can and sets it next to the stove.,cabinet;dish;food;frying pan;groceries;shelf;stove;table,A person put a frying pan on the stove.  The person then turned on the stove.  The person then grabbed some food from the cabinet.;a person in kitchen walks over and puts pan on stove then goes to cabinet and pulls out cup off shelf then places it on table then walk over and looks in another cabinet.,c147 1.90 9.70;c113 8.20 15.10;c009 13.90 19.60;c119 0.00 6.00;c112 10.10 15.20;c062 9.90 19.70;c063 8.70 14.40;c061 10.00 19.10;c130 14.60 19.50;c118 0.00 5.50,24.96
57J92,D0RU,Recreation room / Man cave,6,6,Yes,One person grasps a broom and smiles at another person who is eating a sandwich and watching the first person.,broom;floor;food;sandwich;television,A person is sweeping the floor with a broom. Another person is standing out of the way while eating something. The second person walks away.;person sweeps the floor and another eats a sandwich,c065 9.40 38.00;c098 0.00 38.00;c152 9.90 35.40;c127 0.00 38.00;c067 29.60 34.70;c102 1.10 38.00;c156 29.80 35.40;c132 0.00 38.00,36.62
R2DA8,18IT,Kitchen,7,7,Yes,A person is seen sneezing while on their laptop. The person then begins throwing food on a plate from the fridge.,chair;dish;floor;food;laptop;plate;refrigerator;table,"A person sitting on a chair and working on a laptop on a table sneezes. They get up and go to their kitchen where they sit a plate down on the floor and open their refrigerator.;A  person sitting in a chair working at a laptop, closing the laptop, getting up and walking to the kitchen, opening the fridge, and putting something on a plate in the middle of the floor.",c119 22.50 30.70;c153 7.00 17.30;c011 0.00 19.60;c143 28.10 33.90;c052 0.00 17.70;c154 16.00 21.40;c059 0.00 20.00;c120 23.00 27.70;c126 32.70 44.30;c064 32.90 43.10,46.17
VCU4P,ZAWX,Bedroom,7,6,Yes,A person is smiling and watching a person as the person folds a blanket and puts it into a cabinet.,blanket;cabinet;table,A woman is smiling at a young guy. The guy is picking up a blanket. He folds it and sets it on a cabinet. Then he begins walking around looking for something.,c070 1.10 21.40;c071 16.50 24.40;c075 1.10 19.90;c152 0.00 4.00;c009 16.30 24.00;c149 0.00 3.50,26.92
U3OJV,0KZ7,Living room,7,7,Yes,A person is drinking coffee and grasping a phone with their other hand.,chair;coffee;cup;phone;water,"A person is sitting in a chair, drinking from a glass and looking at a phone.;A person is sitting in a chair holding a cup and a phone. They drink water from the cup.",c015 0.00 29.00;c106 0.00 29.00;c059 0.00 29.00;c016 0.00 29.00;c107 0.00 29.00,27.67
PY5M4,YMXV,Bathroom,6,6,Yes,A person is standing in front of a mirror.  Then the person sneezes once into the sink.,counter;doorway;face;mirror;sink,A person is standing in front of a mirror and is looking at themself. They walk through a door and into a room with a sink.;A person looks in the mirror and touches their face. They walk through the doorway and lean over a sink.,,30.58
T1CQE,JVLO,Bedroom,4,5,Yes,"Person walks into the bedroom, takes their laptop out of a bag, and lies down on the bed.",bag;bed;chair;doorway;floor;laptop,"A person enters the doorway. A person grabs a bag off of a chair. A person then sits down and takes out a laptop.;A person walks into a room and picks up a book bag off of a chair. The person carries the bag across the room, and then sits down on a floor/bed, opens the bag, takes out a laptop computer and opens the computer.",c021 18.90 27.40;c023 8.00 14.90;c050 21.40 29.90;c125 16.90 37.00;c022 17.30 29.70;c048 30.90 37.00;c135 17.50 37.00;c151 14.60 20.40;c020 6.90 31.30,35.62
FPNT1,DXDI,Stairs,,7,Yes,A person walks up the stairs grasping a laptop and some homework.  Halfway up the stairs they throw the homework down.,book;box;homework;laptop;paper,"A person walks up the stairs holding a laptop, and a book. The person throws the book on the floor and leaves.",c047 0.00 18.50;c031 6.60 11.20;c040 0.00 14.10,17.88
3ZKDY,C7O9,Living room,6,6,Yes,"A person snuggling with a blanket asleep on the sofa, begins awakening and sitting up with a yawn.",blanket;sofa,A person is sleeping on the sofa and wakes up.,c122 0.00 17.90;c072 0.00 18.00;c146 8.60 27.00,25.54
3MAY9,C7O9,Pantry,7,6,Yes,"A person holding a camera takes a picture of a cabinet.  They set the camera down, pick up a glass and start drinking as they turn out the light and walk away.",camera;cup;glass;light;phone;picture;shelf;water,"A person takes some pictures of a microwave. The person then drinks some water and turns off the closet light;A person is taking a picture with a camera. A person then drinks a glass of water, and turn off the light.",c015 4.50 20.30;c108 11.70 19.40;c105 6.00 23.60;c106 7.00 19.60;c087 10.50 26.40;c107 11.60 27.00;c081 10.50 15.40;c017 10.40 15.30,25.79
0TQZQ,T7C3,Pantry,6,7,No,"A person stands in front of the medicine cabinet, reading a book. The person closes the book, and runs out of the bathroom.",book;cabinet;doorway;medicine,A person abruptly walks out of a closet after standing there for a few seconds reading a book.,c025 14.60 18.80;c026 0.00 22.00;c032 0.00 18.80;c097 15.10 20.30,20.54
G70A2,HJJ4,Laundry room,7,7,Yes,A person is sneezing and then starts tidying the book on the shelf.,book;shelf,A person sneezes. The person then picks up a book off a shelf.,c082 3.70 12.80;c153 0.00 6.80,12.04
R00LO,D0RU,Kitchen,7,7,Yes,A person is walking toward a pantry while snuggling a blanket. The person grabs a sandwich.,blanket;dish;doorway;food;sandwich,"A person walks through a door wrapped in a blanket. They walk to the pantry and grab food. They then eat the food.;A person walks through a doorway wearing a blanket, they then go to the fridge, take out some food, and begin to eat it",c156 24.20 31.30;c063 15.70 21.20;c097 8.80 14.20;c073 8.30 33.00;c118 21.70 33.00;c067 21.70 33.00;c120 21.70 33.00;c061 20.30 33.00;c072 8.70 33.00;c065 23.90 33.00,31.75
CMD0M,0RNU,Garage,5,7,Yes,A person is tidying up some junk on the shelf.  Then the person pours some liquid into a glass.,cup;glass;pitcher;radio;shelf;tools;water,a person tidies up a workspace in the garage then poors some water;A person is plugging in a radio. A person then pours themselves a glass of water.,c107 16.40 31.00;c108 17.70 30.70;c082 0.00 19.70;c110 16.10 31.00,29.58
2WGSN,WQ8Z,Kitchen,7,7,Yes,A person drinks from a cup then puts it in the sink and begins washing it with a towel.,cup;dish;glass;towel,A person drinks from a glass.,c106 0.00 11.10;c107 0.00 12.00;c038 13.70 23.60;c111 8.00 18.30;c121 15.50 27.10;c109 0.00 12.20;c035 14.00 23.30;c110 7.40 12.40,28.00
KV99H,KFGP,Home Office / Study (A room in a house used for work),5,6,Yes,Person opens desk to messy clutter of shoes and glasses. Person tidies up by throwing things into bag.,bag;book;cabinet;clothes;desk;papers;shoe,"A person opens up a drawer and begins placing the items in that drawer in a plastic bag;A person opened a desk drawer and a plastic bag. The person removed shoes, papers and some other objects from the drawer and placed them in the bag.",c021 2.10 13.00;c053 8.80 14.30;c020 1.00 31.00;c023 1.00 6.00;c054 8.00 17.00;c056 8.00 13.00;c028 16.00 23.00;c001 21.10 30.50,29.96
EDVAM,QOQ4,Living room,6,7,Yes,"A person is holding a pillow. Then, sneezing, the person gets up and begins closing the window.",pillow;sofa/couch;window,A person is holding a pillow while sitting on a couch.  He stands up and goes to clothes a window.,c076 0.00 7.10;c089 10.20 16.00;c154 3.10 7.90;c123 0.00 7.00,15.21
R1S1Z,28B0,Kitchen,6,6,Yes,"A person is taking groceries from a bag and throwing them to a person as the person stands by the fridge, ready to put them away.",bag;floor;food;groceries;refrigerator;shelf,A person tosses objects to another person and then throws a bag at them. Then both of them go crazy.,c024 9.80 15.00;c062 0.00 23.00;c020 0.00 17.40;c125 1.70 20.60;c081 3.50 20.70;c061 0.00 23.00;c154 16.20 21.60;c021 0.00 6.60;c143 2.00 6.00;c064 3.00 15.00;c130 3.00 15.00,21.67
FDYQZ,PKND,Dining room,5,7,Yes,A person standing at a sink starts to undress. Another person runs by holding a pillow in their arms.,clothes;mirror;pillow;shirt,"One person is undressing, while another person is holding a pillow and walking around the room.;Two people are in a room. One is undressing and redressing in front of a mirror while the other paces back and forth holding a pillow.",c076 0.00 33.00;c155 6.10 16.10;c149 0.90 9.20;c152 0.90 9.20;c096 4.80 16.60,31.75
V3DJ5,0KZ7,Living room,6,7,Yes,"One person snuggling under a blanket sneezes, smiles, then takes a piece of food.",blanket;couch;food;sofa,"A person lays on the couch covered in blankets. After a little while, the person sneezes, smiles, and picks up a piece of food and eats it.;A person is laying on a sofa with a blanket while sneezing and eating.",c072 0.00 27.00;c061 16.90 24.10;c063 14.20 24.20;c153 11.90 18.70;c152 14.20 21.70;c122 0.00 27.00;c156 14.30 27.00,26.25
9GMHF,XXN8,Entryway (A hall that is generally located at the entrance of a house),4,7,Yes,A person is laughing as the person hangs their coat up in the cabinet. Then the person opens the door and reaches for a broom to sweep out the entryway.,broom;cabinet;clothes;coat;door,"A person hangs up a red coat in a closet.  The person then opens another door, takes out a broom, and begins sweeping the hallway.",c008 12.80 18.70;c100 14.30 19.90;c112 11.10 16.60;c006 12.30 17.30;c098 15.40 32.00;c102 17.30 32.00;c000 0.00 12.70;c004 0.00 13.70;c001 0.00 14.60,31.08
G6MYM,2RTW,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,A person is in the entryway watching the mirror.  Another person is working on bringing in groceries to the house.,bag;door;food;groceries;hair;mirror;table,A person is standing in front of a mirror fixing their hair when another person comes in through the door holding a bag and goes to the table and puts groceries in the bag.;A person is looking at himself in the mirror and flexes. Another person walks in with a bag sand puts something in the bag;A person stands and poses in front of a mirror. Another person walks into the room holding a bag of food and starts putting the bag's contents onto the table.,c062 17.00 32.00;c096 0.00 32.00;c008 8.10 17.00;c144 16.80 23.90;c020 11.20 32.00;c130 14.70 32.00;c097 10.10 16.20;c021 15.40 32.00,30.58
7HZHM,QOQ4,Bathroom,5,6,Yes,A person is undressing in front of the mirror. They sneeze and grab a tissue from the tissue box.,box;clothes;floor;jacket;mirror;sweat shirt;tissue,"A person is taking off a jacket, while looking in the mirror. A person takes a tissue.;Person walks in bathroom, looks in mirror, takes off sweat shirt, sneezes, grabbed a tissue and walked out bathroom",c044 3.00 14.50;c155 9.70 21.70;c153 15.20 25.30;c155 23.00 31.10;c096 3.20 9.70;c003 17.60 23.60;c126 16.90 23.40,31.29
XOMJ4,KFGP,Home Office / Study (A room in a house used for work),7,6,No,"A person is taking medicine out of the cabinet.  The person pours a tablespoon of the medicine and drinks it, then puts it back in the cabinet and sits in a chair.",cabinet;chair;cup/glass/bottle;medicine;table,"The person approach a desk and sets down a spoon. Then the person opens the drawer and pulls out a bottle of medicine. Proceeds, pouring the medicine into the spoon and drinks it, then puts the medicine back into the drawer. Finally the person sits down in the chair.",c128 0.50 7.80;c129 0.30 19.00;c112 15.70 23.50;c151 19.20 24.80;c128 0.90 24.20;c059 19.50 30.00;c113 0.00 6.30;c009 0.20 5.60;c108 6.10 13.20;c011 20.50 25.40;c109 16.70 22.50;c107 2.30 22.00;c110 1.90 22.00,28.79
L2ZZB,T7C3,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,A person is undressing in the hallway by taking their  jacket off. They start lying down on a blanket while pulling out their phone.,blanket;clothes;floor;phone,"A person undresses, lays down on a blanket, pulls out their phone and holds it, and wraps up in the blanket on the floor.",c015 20.50 28.00;c155 0.00 19.30;c151 20.30 27.60;c001 14.40 22.30;c016 30.20 37.00;c072 30.00 37.00;c124 22.90 37.00;c001 0.00 29.40;c018 23.40 37.00;c016 23.40 37.00,36.29
5ACD3,T7C3,Living room,6,6,Yes,"A person lying on the floor in the living room is drinking their favorite beverage and watching something out the window.  They get up, bringing their empty glass with them, and put it on a table.",bottle;cup;floor;glass;something;table;window,"A person crawls on the floor to the window and looks out.  They pick up a bottle of wine and drink some.  They put the screw cap back on the wine.  As they stand up, they grab a glass from the floor and put it on a table.  They begin to walk away while holding the bottle of wine.",c109 41.00 46.00;c092 3.00 30.00;c154 41.00 46.00;c009 41.00 46.00;c106 12.70 28.30,44.50
UAT1F,ID9V,Home Office / Study (A room in a house used for work),6,7,Yes,"A person is standing while holding a book in their home office. They then walk over to a desk, put the book down and open a laptop.",book;desk;laptop;shelf;table,"A person picks up a book and flips through the pages. They put the book down and open up a laptop.;A person picks up a book, flips through the pages, then puts it on a desk. They then open a laptop.",c048 17.70 26.20;c025 9.80 15.60;c027 2.00 8.00;c030 0.50 7.80;c081 13.10 23.20;c009 13.70 20.40;c026 0.50 18.90;c028 15.00 20.40;c116 11.60 20.50;c052 18.00 25.10;c115 0.40 20.10,29.83
